event_id,recalling_firm_name,Symbol_original,Symbol_audit
84125,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
82026,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
90793,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
77217,cook,COOK,
84108,cook,COOK,
72718,cook,COOK,
71692,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
79861,cook,COOK,
84108,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
71692,cook,COOK,
84125,cook,COOK,
87087,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
79711,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
89072,cook,COOK,
84125,cook,COOK,
90793,cook,COOK,
90793,cook,COOK,
73056,cook,COOK,
72387,cook,COOK,
85187,cook,COOK,
82692,cook,COOK,
85456,cook,COOK,
82692,cook,COOK,
77304,cook,COOK,
77305,cook,COOK,
82692,cook,COOK,
71692,cook,COOK,
82692,cook,COOK,
77217,cook,COOK,
77217,cook,COOK,
77217,cook,COOK,
77307,cook,COOK,
73056,cook,COOK,
88787,cook,COOK,
79195,cook,COOK,
74010,cook,COOK,
74010,cook,COOK,
74010,cook,COOK,
74010,cook,COOK,
74010,cook,COOK,
74010,cook,COOK,
79050,cook,COOK,
86256,cook,COOK,
74010,cook,COOK,
79195,cook,COOK,
74010,cook,COOK,
83921,cook,COOK,
82026,cook,COOK,
79192,cook,COOK,
88787,cook,COOK,
74010,cook,COOK,
73163,cook,COOK,
73056,cook,COOK,
79050,cook,COOK,
79471,cook,COOK,
79050,cook,COOK,
82904,cook,COOK,
79195,cook,COOK,
82007,cook,COOK,
79050,cook,COOK,
81979,cook,COOK,
81979,cook,COOK,
73398,cook,COOK,
73398,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
79050,cook,COOK,
79195,cook,COOK,
73056,cook,COOK,
79195,cook,COOK,
68914,cook,COOK,
77167,cook,COOK,
82888,cook,COOK,
77167,cook,COOK,
85605,cook,COOK,
86411,cook,COOK,
86411,cook,COOK,
84212,cook,COOK,
86642,cook,COOK,
82888,cook,COOK,
79471,cook,COOK,
82124,cook,COOK,
79471,cook,COOK,
79471,cook,COOK,
77217,cook,COOK,
82888,cook,COOK,
90793,cook,COOK,
74010,cook,COOK,
84125,cook,COOK,
90793,cook,COOK,
90793,cook,COOK,
90710,cook,COOK,
72518,cook,COOK,
88808,cook,COOK,
74010,cook,COOK,
90793,cook,COOK,
74010,cook,COOK,
74561,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
88808,cook,COOK,
84125,cook,COOK,
89104,cook,COOK,
71287,cook,COOK,
84125,cook,COOK,
90793,cook,COOK,
90793,cook,COOK,
90793,cook,COOK,
90793,cook,COOK,
90103,cook,COOK,
90710,cook,COOK,
90103,cook,COOK,
90710,cook,COOK,
90793,cook,COOK,
90710,cook,COOK,
90710,cook,COOK,
90710,cook,COOK,
90793,cook,COOK,
90710,cook,COOK,
90793,cook,COOK,
90793,cook,COOK,
90103,cook,COOK,
84125,cook,COOK,
80492,cook,COOK,
79195,cook,COOK,
86242,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
82026,cook,COOK,
82026,cook,COOK,
79192,cook,COOK,
84125,cook,COOK,
82026,cook,COOK,
84125,cook,COOK,
82026,cook,COOK,
82026,cook,COOK,
89072,cook,COOK,
79192,cook,COOK,
82026,cook,COOK,
77167,cook,COOK,
82026,cook,COOK,
85605,cook,COOK,
79195,cook,COOK,
79195,cook,COOK,
84212,cook,COOK,
84212,cook,COOK,
84212,cook,COOK,
77167,cook,COOK,
74010,cook,COOK,
71430,cook,COOK,
77167,cook,COOK,
84560,cook,COOK,
84125,cook,COOK,
85187,cook,COOK,
71430,cook,COOK,
74010,cook,COOK,
77167,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
75793,cook,COOK,
82795,cook,COOK,
82026,cook,COOK,
82910,cook,COOK,
82026,cook,COOK,
82026,cook,COOK,
76360,cook,COOK,
76360,cook,COOK,
82026,cook,COOK,
82026,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
82026,cook,COOK,
82026,cook,COOK,
82026,cook,COOK,
85805,cook,COOK,
79731,cook,COOK,
84125,cook,COOK,
79713,cook,COOK,
82026,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
79731,cook,COOK,
84778,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
82026,cook,COOK,
76927,cook,COOK,
84125,cook,COOK,
79713,cook,COOK,
84125,cook,COOK,
79731,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
79731,cook,COOK,
86804,cook,COOK,
86804,cook,COOK,
79731,cook,COOK,
79731,cook,COOK,
79731,cook,COOK,
82026,cook,COOK,
76360,cook,COOK,
76360,cook,COOK,
86804,cook,COOK,
84125,cook,COOK,
82795,cook,COOK,
76360,cook,COOK,
76360,cook,COOK,
84125,cook,COOK,
84125,cook,COOK,
86804,cook,COOK,
76360,cook,COOK,
84125,cook,COOK,
67893,covidien,MDT,COV
65810,covidien,MDT,COV
63188,covidien,MDT,COV
63188,covidien,MDT,COV
67893,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
69257,covidien,MDT,COV
69257,covidien,MDT,COV
62867,covidien,MDT,COV
69257,covidien,MDT,COV
69257,covidien,MDT,COV
69257,covidien,MDT,COV
65093,covidien,MDT,COV
61942,covidien,MDT,COV
61942,covidien,MDT,COV
65093,covidien,MDT,COV
65093,covidien,MDT,COV
65093,covidien,MDT,COV
61942,covidien,MDT,COV
65093,covidien,MDT,COV
61942,covidien,MDT,COV
63015,covidien,MDT,COV
61942,covidien,MDT,COV
63015,covidien,MDT,COV
64420,covidien,MDT,COV
69257,covidien,MDT,COV
63015,covidien,MDT,COV
63015,covidien,MDT,COV
63015,covidien,MDT,COV
63015,covidien,MDT,COV
63015,covidien,MDT,COV
65093,covidien,MDT,COV
63015,covidien,MDT,COV
64868,covidien,MDT,COV
64868,covidien,MDT,COV
68243,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
65978,covidien,MDT,COV
69462,cr bard,BDX,BCR
71722,cr bard,BDX,BCR
78664,cr bard,BDX,BCR
77439,cr bard,BDX,BCR
73827,cr bard,BDX,BCR
75452,cr bard,BDX,BCR
71722,cr bard,BDX,BCR
71722,cr bard,BDX,BCR
71722,cr bard,BDX,BCR
75428,cr bard,BDX,BCR
75492,cr bard,BDX,BCR
74712,cr bard,BDX,BCR
72024,cr bard,BDX,BCR
75492,cr bard,BDX,BCR
71722,cr bard,BDX,BCR
73454,cr bard,BDX,BCR
75469,cr bard,BDX,BCR
72922,cr bard,BDX,BCR
75952,cr bard,BDX,BCR
77794,cr bard,BDX,BCR
72922,cr bard,BDX,BCR
72922,cr bard,BDX,BCR
75492,cr bard,BDX,BCR
75492,cr bard,BDX,BCR
75469,cr bard,BDX,BCR
70666,cr bard,BDX,BCR
75469,cr bard,BDX,BCR
78031,cr bard,BDX,BCR
74712,cr bard,BDX,BCR
75469,cr bard,BDX,BCR
77733,cr bard,BDX,BCR
76775,cr bard,BDX,BCR
75365,cr bard,BDX,BCR
72756,cr bard,BDX,BCR
69844,cyberonics,LIVN,CYBX
70804,cyberonics,LIVN,CYBX
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
69464,davol subs cr bard,BDX,BCR
67149,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
63069,davol subs cr bard,BDX,BCR
68124,davol subs cr bard,BDX,BCR
67149,davol subs cr bard,BDX,BCR
63069,davol subs cr bard,BDX,BCR
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
66970,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
66016,ge healthcare,GEHC,GE
76378,ge healthcare,GEHC,GE
65958,ge healthcare,GEHC,GE
88959,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
66381,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
83814,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
83811,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
66250,ge healthcare,GEHC,GE
71572,ge healthcare,GEHC,GE
65992,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
64884,ge healthcare,GEHC,GE
64900,ge healthcare,GEHC,GE
64748,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
66254,ge healthcare,GEHC,GE
88400,ge healthcare,GEHC,GE
87023,ge healthcare,GEHC,GE
65958,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
85765,ge healthcare,GEHC,GE
69207,ge healthcare,GEHC,GE
88595,ge healthcare,GEHC,GE
61614,ge healthcare,GEHC,GE
67136,ge healthcare,GEHC,GE
82998,ge healthcare,GEHC,GE
82998,ge healthcare,GEHC,GE
66156,ge healthcare,GEHC,GE
66168,ge healthcare,GEHC,GE
66111,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
88400,ge healthcare,GEHC,GE
83899,ge healthcare,GEHC,GE
83532,ge healthcare,GEHC,GE
66148,ge healthcare,GEHC,GE
66126,ge healthcare,GEHC,GE
66242,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89720,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
65862,ge healthcare,GEHC,GE
89720,ge healthcare,GEHC,GE
66631,ge healthcare,GEHC,GE
81418,ge healthcare,GEHC,GE
81418,ge healthcare,GEHC,GE
89762,ge healthcare,GEHC,GE
89762,ge healthcare,GEHC,GE
84077,ge healthcare,GEHC,GE
84077,ge healthcare,GEHC,GE
75210,ge healthcare,GEHC,GE
65583,ge healthcare,GEHC,GE
65029,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
65797,ge healthcare,GEHC,GE
89834,ge healthcare,GEHC,GE
79493,ge healthcare,GEHC,GE
79493,ge healthcare,GEHC,GE
69322,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
65880,ge healthcare,GEHC,GE
67225,ge healthcare,GEHC,GE
66016,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
89720,ge healthcare,GEHC,GE
89720,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
66638,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
81182,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
89102,ge healthcare,GEHC,GE
89102,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
89102,ge healthcare,GEHC,GE
89102,ge healthcare,GEHC,GE
89102,ge healthcare,GEHC,GE
89102,ge healthcare,GEHC,GE
67115,ge healthcare,GEHC,GE
81182,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
81182,ge healthcare,GEHC,GE
81339,ge healthcare,GEHC,GE
81339,ge healthcare,GEHC,GE
81339,ge healthcare,GEHC,GE
83647,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
82485,ge healthcare,GEHC,GE
61639,ge healthcare,GEHC,GE
82485,ge healthcare,GEHC,GE
74442,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
86452,ge healthcare,GEHC,GE
81058,ge healthcare,GEHC,GE
86452,ge healthcare,GEHC,GE
70924,ge healthcare,GEHC,GE
70924,ge healthcare,GEHC,GE
70074,ge healthcare,GEHC,GE
70073,ge healthcare,GEHC,GE
64784,ge healthcare,GEHC,GE
70063,ge healthcare,GEHC,GE
80159,ge healthcare,GEHC,GE
80159,ge healthcare,GEHC,GE
70209,ge healthcare,GEHC,GE
71211,ge healthcare,GEHC,GE
70677,ge healthcare,GEHC,GE
71167,ge healthcare,GEHC,GE
70924,ge healthcare,GEHC,GE
68067,ge healthcare,GEHC,GE
68067,ge healthcare,GEHC,GE
68067,ge healthcare,GEHC,GE
68067,ge healthcare,GEHC,GE
71842,ge healthcare,GEHC,GE
70514,ge healthcare,GEHC,GE
74215,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
65970,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
83813,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
71044,ge healthcare,GEHC,GE
70133,ge healthcare,GEHC,GE
71842,ge healthcare,GEHC,GE
71842,ge healthcare,GEHC,GE
71788,ge healthcare,GEHC,GE
79537,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
70701,ge healthcare,GEHC,GE
71449,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
68067,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
72212,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
71574,ge healthcare,GEHC,GE
71574,ge healthcare,GEHC,GE
70443,ge healthcare,GEHC,GE
70673,ge healthcare,GEHC,GE
70535,ge healthcare,GEHC,GE
70749,ge healthcare,GEHC,GE
71964,ge healthcare,GEHC,GE
71964,ge healthcare,GEHC,GE
71574,ge healthcare,GEHC,GE
72472,ge healthcare,GEHC,GE
72472,ge healthcare,GEHC,GE
72301,ge healthcare,GEHC,GE
64545,ge healthcare,GEHC,GE
71508,ge healthcare,GEHC,GE
67225,ge healthcare,GEHC,GE
74215,ge healthcare,GEHC,GE
86452,ge healthcare,GEHC,GE
74196,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
64885,ge healthcare,GEHC,GE
64918,ge healthcare,GEHC,GE
64918,ge healthcare,GEHC,GE
64918,ge healthcare,GEHC,GE
67161,ge healthcare,GEHC,GE
86544,ge healthcare,GEHC,GE
81341,ge healthcare,GEHC,GE
64804,ge healthcare,GEHC,GE
87023,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
66277,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
64885,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
66550,ge healthcare,GEHC,GE
86452,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
86452,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
68877,ge healthcare,GEHC,GE
85643,ge healthcare,GEHC,GE
83271,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
85643,ge healthcare,GEHC,GE
89027,ge healthcare,GEHC,GE
89842,ge healthcare,GEHC,GE
87023,ge healthcare,GEHC,GE
81058,ge healthcare,GEHC,GE
75584,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
83036,ge healthcare,GEHC,GE
64889,ge healthcare,GEHC,GE
83036,ge healthcare,GEHC,GE
87023,ge healthcare,GEHC,GE
64694,ge healthcare,GEHC,GE
87023,ge healthcare,GEHC,GE
86531,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
62946,ge healthcare,GEHC,GE
62946,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
88665,ge healthcare,GEHC,GE
66016,ge healthcare,GEHC,GE
83425,ge healthcare,GEHC,GE
83425,ge healthcare,GEHC,GE
83425,ge healthcare,GEHC,GE
76805,ge healthcare,GEHC,GE
87023,ge healthcare,GEHC,GE
81058,ge healthcare,GEHC,GE
76805,ge healthcare,GEHC,GE
81058,ge healthcare,GEHC,GE
65333,ge healthcare,GEHC,GE
81058,ge healthcare,GEHC,GE
81058,ge healthcare,GEHC,GE
83425,ge healthcare,GEHC,GE
62760,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
65579,ge healthcare,GEHC,GE
89376,ge healthcare,GEHC,GE
87061,ge healthcare,GEHC,GE
81165,ge healthcare,GEHC,GE
83254,ge healthcare,GEHC,GE
83271,ge healthcare,GEHC,GE
85979,ge healthcare,GEHC,GE
84372,ge healthcare,GEHC,GE
87089,ge healthcare,GEHC,GE
84372,ge healthcare,GEHC,GE
88601,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
77377,ge healthcare,GEHC,GE
68141,ge healthcare,GEHC,GE
90136,ge healthcare,GEHC,GE
84372,ge healthcare,GEHC,GE
87089,ge healthcare,GEHC,GE
75851,ge healthcare,GEHC,GE
63027,ge healthcare,GEHC,GE
90136,ge healthcare,GEHC,GE
90136,ge healthcare,GEHC,GE
84584,ge healthcare,GEHC,GE
75851,ge healthcare,GEHC,GE
81077,ge healthcare,GEHC,GE
81077,ge healthcare,GEHC,GE
64189,ge healthcare,GEHC,GE
88526,ge healthcare,GEHC,GE
64759,ge healthcare,GEHC,GE
64398,ge healthcare,GEHC,GE
64725,ge healthcare,GEHC,GE
64763,ge healthcare,GEHC,GE
88526,ge healthcare,GEHC,GE
83270,ge healthcare,GEHC,GE
77287,ge healthcare,GEHC,GE
75851,ge healthcare,GEHC,GE
86337,ge healthcare,GEHC,GE
75851,ge healthcare,GEHC,GE
90136,ge healthcare,GEHC,GE
67085,ge healthcare,GEHC,GE
